Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
G,169,Franchi,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,170,Gudmundsson,4.8,4.8,Burnley,17,0.82,11,0.60,14,0.66,14,0.71,14,0.74,14,0.64,17,0.87,16,0.76,14,0.77,0.00
D,171,McNally,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,172,Muric,4.3,4.3,Burnley,1,0.04,3,0.10,4,0.14,4,0.14,4,0.16,5,0.15,4,0.15,5,0.15,5,0.18,0.00
D,173,O'Shea,4.4,4.4,Burnley,76,1.21,68,2.02,58,1.36,47,1.19,45,1.48,47,0.83,46,1.08,47,0.63,49,1.58,0.00
F,174,Obafemi,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,176,Roberts,4.3,4.3,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,177,Rodriguez,5.3,5.3,Burnley,18,0.98,3,0.25,4,0.28,5,0.35,5,0.39,5,0.33,5,0.39,6,0.39,6,0.42,0.00
D,178,Taylor,4.0,4.0,Burnley,89,1.39,85,2.57,82,1.94,81,2.04,80,2.62,78,1.37,78,1.83,77,1.02,78,2.52,0.10
D,179,Thomas,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,180,Twine,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,181,Vigouroux,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,182,Vitinho,4.4,4.4,Burnley,67,1.29,57,2.00,57,1.56,57,1.69,58,2.16,58,1.22,57,1.57,57,0.95,56,2.08,0.06
F,183,Weghorst,5.5,5.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,184,Zaroury,4.6,4.6,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,185,Ampadu,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,186,Andrey,4.2,4.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,188,Aubameyang,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,190,Baba,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,191,B.Badiashile,4.4,4.4,Chelsea,28,1.42,26,1.00,23,1.05,20,0.86,20,0.62,20,1.19,21,0.91,22,1.30,23,0.93,0.00
G,192,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,193,Broja,4.9,4.9,Fulham,15,1.01,15,0.92,16,1.07,17,1.02,18,1.03,19,1.25,20,1.20,20,0.99,18,1.16,0.00
D,194,Chalobah,4.3,4.3,Chelsea,10,0.48,12,0.42,11,0.48,7,0.31,8,0.27,9,0.54,9,0.36,10,0.58,10,0.40,0.00
D,195,Chilwell,5.4,5.4,Chelsea,70,4.49,63,3.14,60,3.58,54,2.99,51,2.27,50,4.07,49,2.76,50,3.92,49,2.66,0.01
M,196,Chukwuemeka,4.2,4.2,Chelsea,14,0.73,15,0.76,18,0.93,14,0.71,13,0.63,15,1.33,14,0.74,14,1.23,15,0.77,0.00
D,197,Colwill,4.7,4.7,Chelsea,21,1.06,39,1.45,48,2.19,68,2.93,65,2.03,65,3.81,66,2.78,65,3.85,66,2.61,0.00
D,198,Cucurella,4.8,4.8,Chelsea,23,1.25,21,0.94,20,1.02,13,0.61,12,0.43,12,0.83,13,0.59,14,0.96,14,0.63,0.00
M,199,Enzo,4.8,4.8,Chelsea,76,3.55,72,3.00,72,3.20,71,2.91,71,2.77,70,5.03,68,2.89,70,4.83,69,2.99,0.00
F,200,D.D.Fofana,5.0,5.0,Burnley,0,0.00,72,3.67,72,2.92,72,3.35,70,3.49,70,2.87,70,3.36,69,2.79,67,3.41,0.02
D,201,W.Fofana,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,202,Gallagher,5.4,5.4,Chelsea,76,3.49,75,3.05,75,3.27,72,2.95,72,2.82,71,5.03,70,2.98,71,4.83,70,3.00,0.00
D,203,Gusto,4.2,4.2,Chelsea,78,4.04,69,2.70,62,3.01,49,2.24,42,1.43,42,2.67,43,1.95,40,2.63,41,1.76,0.00
D,204,Hall,4.2,4.2,Newcastle,10,0.45,8,0.36,7,0.29,7,0.29,6,0.27,7,0.39,6,0.28,5,0.45,4,0.21,0.00
M,205,Hudson-Odoi,4.7,4.7,Nott'm Forest,52,2.42,51,2.31,46,1.87,44,2.10,45,1.88,45,1.70,44,2.13,46,2.00,45,2.07,0.00
D,206,James,5.3,5.3,Chelsea,0,0.00,10,0.49,21,1.21,45,2.41,60,2.48,60,4.55,59,3.15,59,4.44,61,3.16,0.00
F,207,Lukaku,6.8,6.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,208,Madueke,5.3,5.3,Chelsea,20,1.45,22,1.45,24,1.65,20,1.29,18,1.10,19,2.16,18,1.24,18,2.00,20,1.40,0.00
M,209,Mount,6.8,6.8,Man Utd,12,0.68,22,1.06,27,1.35,37,1.98,37,2.48,35,2.30,37,1.94,37,3.76,36,1.80,0.00
M,210,Mudryk,6.3,6.3,Chelsea,34,2.36,37,2.31,38,2.46,34,2.06,33,1.93,33,3.54,34,2.15,34,3.49,34,2.21,0.00
F,211,N.Jackson,6.8,6.8,Chelsea,77,5.05,61,3.68,51,3.20,55,3.17,65,3.73,65,6.67,65,3.85,67,6.24,67,4.14,0.00
F,212,Nkunku,7.2,7.2,Chelsea,17,1.20,28,1.86,40,2.64,56,3.37,54,3.27,54,5.80,55,3.47,53,5.25,53,3.50,0.00
M,213,Pulisic,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,214,M.Sarr,4.3,4.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,215,Slonina,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,216,Sterling,6.9,6.9,Chelsea,58,4.07,58,3.56,56,3.68,54,3.23,53,3.11,52,5.45,51,3.22,51,5.05,51,3.29,0.00
D,217,T.Silva,5.0,5.0,Chelsea,83,3.94,80,2.79,77,3.42,73,3.00,72,2.10,72,3.97,70,2.81,70,3.92,66,2.49,0.00
M,218,Ziyech,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,219,Ahamada,4.3,4.3,Crystal Palace,4,0.19,6,0.27,6,0.28,4,0.18,5,0.47,3,0.16,4,0.18,3,0.15,3,0.15,0.00
D,220,Andersen,4.7,4.7,Crystal Palace,91,2.68,88,2.20,86,1.35,83,1.03,82,4.88,82,1.97,82,2.27,82,2.33,81,2.19,0.00
M,221,J.Ayew,5.4,5.4,Crystal Palace,77,3.19,74,3.06,71,2.39,62,2.15,55,5.10,48,2.00,48,2.25,46,1.98,45,2.14,0.00
D,222,Clyne,4.3,4.3,Crystal Palace,9,0.27,13,0.35,17,0.36,18,0.32,18,1.15,16,0.43,13,0.39,11,0.32,8,0.23,0.00
M,223,C.Doucouré,4.9,4.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.63,0.00
M,224,Ebiowei,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,225,Edouard,5.4,5.4,Crystal Palace,47,2.23,50,2.32,49,1.89,46,1.83,41,4.29,39,1.83,38,1.96,37,1.78,37,1.96,0.00
M,226,Eze,6.0,6.0,Crystal Palace,84,4.31,81,4.10,80,3.24,77,3.04,75,8.25,75,3.44,74,3.91,74,3.52,74,3.98,0.00
G,227,Guaita,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,228,Guéhi,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.60,50,1.48,82,2.27,0.00
M,229,Hughes,4.9,4.9,Crystal Palace,33,1.23,32,1.21,35,1.16,32,1.09,32,2.44,31,1.12,30,1.15,32,1.17,24,0.95,0.00
G,230,Johnstone,4.4,4.4,Crystal Palace,93,3.42,91,3.20,91,2.92,90,2.89,90,6.61,90,3.13,89,3.21,90,3.29,89,3.15,0.00
M,231,Lerma,4.7,4.7,Crystal Palace,88,2.45,83,2.27,80,1.94,79,1.91,77,4.47,80,2.13,77,2.21,77,2.14,75,2.15,0.00
F,232,Mateta,4.9,4.9,Crystal Palace,79,3.40,77,3.30,77,2.65,74,2.60,69,6.53,68,2.84,68,3.15,67,2.85,65,3.08,0.00
G,233,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,234,Mitchell,4.5,4.5,Crystal Palace,84,2.58,83,2.18,80,1.36,78,1.05,77,4.81,75,1.92,75,2.19,74,2.21,73,2.08,0.00
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,236,Olise,5.6,5.6,Crystal Palace,0,0.00,0,0.00,0,0.00,26,0.98,54,5.34,74,3.11,75,3.57,75,3.23,72,3.51,0.00
F,237,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,238,C.Richards,3.9,3.9,Crystal Palace,91,2.68,87,2.17,85,1.35,83,1.04,83,4.93,82,2.00,80,2.22,76,2.18,71,1.94,0.00
M,239,Riedewald,4.3,4.3,Crystal Palace,2,0.08,3,0.13,5,0.18,5,0.19,6,0.43,6,0.22,4,0.16,3,0.11,3,0.13,0.00
M,240,Schlupp,4.8,4.8,Crystal Palace,34,1.50,35,1.52,38,1.42,35,1.34,33,3.07,31,1.36,29,1.36,26,1.20,26,1.25,0.00
D,241,Tomkins,4.0,4.0,Crystal Palace,15,0.50,23,0.70,24,0.50,28,0.49,26,1.78,24,0.69,14,0.43,5,0.14,3,0.08,0.00
D,242,Ward,4.5,4.5,Crystal Palace,71,2.25,68,1.85,68,1.19,69,0.96,68,4.31,66,1.73,58,1.74,47,1.47,40,1.24,0.00
G,243,Whitworth,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,244,André Gomes,4.4,4.4,Everton,15,0.60,14,0.58,15,0.65,15,0.59,15,1.22,16,0.71,17,0.71,18,0.83,17,0.65,0.00
D,245,Branthwaite,4.2,4.2,Everton,91,2.36,87,1.94,84,3.60,81,1.74,81,4.86,81,3.07,80,2.66,80,3.70,80,1.30,0.01
F,246,Calvert-Lewin,5.8,5.8,Everton,43,2.46,42,2.33,40,2.72,40,2.03,39,4.54,38,2.49,40,2.45,40,2.89,41,1.75,0.00
D,247,Coleman,4.4,4.4,Everton,10,0.34,12,0.39,13,0.64,16,0.49,16,1.23,17,0.77,17,0.71,18,0.92,17,0.46,0.00
M,248,Dele,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,2,0.25,4,0.25,4,0.24,5,0.32,4,0.19,0.00
M,249,A.Doucoure,5.5,5.5,Everton,80,2.83,76,2.58,76,3.22,75,2.37,74,5.36,73,2.94,72,2.75,71,3.21,72,2.04,0.00
M,250,Garner,4.9,4.9,Everton,84,2.56,80,2.35,77,2.85,78,2.21,77,4.83,77,2.66,77,2.53,77,2.98,78,1.99,0.00
M,251,Gbamin,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,252,Godfrey,4.3,4.3,Everton,57,1.79,57,1.55,58,2.79,55,1.43,54,3.82,55,2.39,53,2.07,55,2.83,52,1.06,0.00
M,253,Gray,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,254,Gana,4.8,4.8,Everton,43,1.36,52,1.57,56,1.96,54,1.58,54,3.44,54,1.84,54,1.76,55,1.99,54,1.47,0.00
D,255,Holgate,4.0,4.0,Sheffield Utd,53,1.40,55,0.53,53,1.19,56,1.39,56,3.04,54,0.93,53,1.72,0,0.00,50,1.01,0.00
M,256,Iwobi,5.3,5.3,Fulham,76,3.74,72,3.05,72,3.30,70,2.87,73,2.77,68,3.27,69,2.98,71,2.43,69,3.18,0.00
D,257,Keane,4.3,4.3,Everton,7,0.21,12,0.34,16,0.75,19,0.52,19,1.37,18,0.79,20,0.76,20,1.01,20,0.46,0.00
F,258,Maupay,4.9,4.9,Brentford,15,0.87,10,0.63,13,0.71,14,0.98,13,0.80,0,0.00,14,0.84,14,0.78,14,0.87,0.00
M,259,McNeil,5.4,5.4,Everton,87,3.57,87,3.32,84,4.17,83,2.96,82,6.85,80,3.82,80,3.58,80,4.20,80,2.51,0.00
D,260,Mykolenko,4.6,4.6,Everton,89,2.63,86,2.20,84,4.00,84,2.02,81,5.46,81,3.42,81,3.03,80,4.09,80,1.49,0.00
M,261,Onana,4.7,4.7,Everton,58,1.79,56,1.66,55,1.96,56,1.59,55,3.44,54,1.85,55,1.80,53,1.99,53,1.41,0.00
D,262,Patterson,4.3,4.3,Everton,8,0.24,9,0.26,10,0.43,10,0.27,12,0.80,13,0.53,13,0.48,13,0.60,16,0.37,0.00
G,263,Pickford,4.6,4.6,Everton,94,3.33,93,3.18,92,3.95,92,3.13,92,6.78,91,3.68,90,3.51,91,4.04,91,2.93,0.01
F,264,Simms,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,265,Tarkowski,4.6,4.6,Everton,92,2.54,90,2.12,88,3.96,87,1.94,86,5.38,86,3.41,86,3.03,86,4.17,85,1.43,0.00
G,266,J.Virginia,3.9,3.9,Everton,1,0.04,2,0.06,3,0.11,3,0.10,3,0.21,3,0.14,4,0.17,4,0.16,4,0.13,0.00
M,267,Andreas,5.3,5.3,Fulham,70,4.36,71,3.57,68,3.93,71,3.51,69,3.23,70,4.19,69,3.60,69,2.81,69,3.92,0.00
M,268,Cairney,4.9,4.9,Fulham,28,1.39,29,1.28,32,1.46,32,1.37,32,1.31,38,1.72,36,1.56,37,1.37,38,1.70,0.00
M,269,I.Cavaleiro,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,270,De Cordova-Reid,5.3,5.3,Fulham,17,1.05,19,1.06,20,1.19,21,1.10,23,1.15,24,1.42,26,1.35,24,1.08,24,1.37,0.00
D,271,Diop,4.4,4.4,Fulham,11,0.42,14,0.47,19,0.58,21,0.61,22,0.49,24,0.96,24,0.76,24,0.47,26,0.87,0.00
M,272,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,273,Knockaert,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,274,Kongolo,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,275,Leno,4.8,4.8,Fulham,94,3.82,93,3.62,92,3.32,91,3.34,91,3.01,90,3.71,89,3.32,91,2.94,91,3.50,0.03
M,276,Lukić,4.3,4.3,Fulham,26,1.31,27,1.17,30,1.37,30,1.28,33,1.34,34,1.58,36,1.50,37,1.35,38,1.67,0.00
D,277,Mbabu,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,278,Mitrović,7.4,7.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,279,Muniz,4.6,4.6,Fulham,73,4.45,68,3.45,67,3.86,66,3.33,63,3.00,62,3.67,62,3.30,60,2.52,61,3.58,0.02
M,280,J.Palhinha,5.0,5.0,Fulham,88,2.83,85,2.43,84,2.49,78,2.19,74,1.96,68,2.16,64,1.85,60,1.50,59,1.82,0.00
D,281,Ream,4.5,4.5,Fulham,0,0.00,2,0.07,4,0.14,5,0.15,6,0.15,6,0.24,6,0.19,7,0.16,7,0.24,0.00
M,282,Reed,4.5,4.5,Fulham,40,1.63,40,1.49,39,1.49,41,1.47,40,1.38,42,1.65,44,1.59,42,1.36,44,1.65,0.00
D,283,Robinson,4.5,4.5,Fulham,92,3.64,87,2.87,85,2.57,82,2.35,81,1.67,80,3.33,81,2.51,80,1.40,80,2.73,0.03
G,284,Rodák,3.9,3.9,Fulham,0,0.00,2,0.07,3,0.12,4,0.14,4,0.12,5,0.21,6,0.22,4,0.13,4,0.15,0.00
D,285,Tete,4.4,4.4,Fulham,8,0.38,14,0.56,15,0.58,18,0.65,19,0.56,21,0.97,22,0.84,23,0.61,23,0.92,0.00
D,286,Tosin,4.3,4.3,Fulham,89,3.41,87,2.81,84,2.46,82,2.29,81,1.64,80,3.22,80,2.42,80,1.37,79,2.60,0.00
F,287,Vinícius,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,288,Wilson,5.3,5.3,Fulham,56,3.46,53,2.73,53,3.01,52,2.63,51,2.40,51,3.03,53,2.78,50,2.09,53,3.00,0.00
G,289,Adrián,3.9,3.9,Liverpool,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,290,Alexander-Arnold,8.5,8.5,Liverpool,0,0.00,12,0.87,22,0.97,49,3.22,77,7.42,77,3.86,76,3.73,76,3.30,74,4.71,0.00
G,291,A.Becker,5.8,5.8,Liverpool,28,1.17,44,2.11,61,2.29,90,4.10,91,7.19,92,3.69,92,3.47,91,3.39,91,4.05,0.00
M,292,Bajcetic,4.7,4.7,Liverpool,3,0.11,5,0.23,7,0.27,5,0.22,6,0.48,6,0.27,7,0.30,7,0.29,7,0.29,0.00
F,293,Darwin,7.5,7.5,Liverpool,81,5.60,77,6.54,73,4.52,68,5.07,65,7.98,67,4.32,67,4.81,65,4.20,66,4.93,0.00
M,294,Diogo J.,8.0,8.0,Liverpool,0,0.00,8,0.73,14,0.96,34,2.69,52,6.66,50,3.32,50,3.63,52,3.35,52,4.01,0.00
M,295,Elliott,4.8,4.8,Liverpool,25,1.52,27,1.89,24,1.33,20,1.27,17,1.95,17,1.03,18,1.16,19,1.09,21,1.32,0.00
M,296,Fabinho,5.0,5.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,297,Gakpo,7.2,7.2,Liverpool,36,2.46,36,2.92,35,2.17,30,2.19,26,3.27,25,1.66,27,1.91,26,1.68,25,1.84,0.00
D,298,Gomez,4.6,4.6,Liverpool,50,1.97,47,2.39,42,1.34,33,1.56,27,1.98,28,1.06,30,1.06,30,0.99,29,1.32,0.00
M,299,Henderson,5.0,5.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,300,Jones,4.9,4.9,Liverpool,15,0.70,29,1.48,36,1.47,57,2.65,53,4.35,53,2.20,50,2.20,51,2.07,50,2.33,0.00
G,301,Kelleher,3.8,3.8,Liverpool,66,2.66,50,2.36,33,1.21,5,0.22,4,0.27,3,0.12,3,0.13,4,0.14,4,0.17,0.03
D,302,Konaté,4.9,4.9,Liverpool,25,0.91,39,1.94,51,1.50,78,3.54,79,5.34,78,2.69,77,2.42,78,2.22,73,3.22,0.00
M,303,Luis Díaz,7.5,7.5,Liverpool,79,4.92,75,5.83,73,4.04,67,4.55,63,7.23,63,3.71,62,3.95,63,3.62,61,4.18,0.00
M,304,Mac Allister,5.8,5.8,Liverpool,82,3.65,76,4.18,76,3.07,73,3.58,72,5.89,71,3.00,71,3.24,71,2.91,71,3.48,0.00
D,305,Matip,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.49,0.00
D,306,Phillips,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,307,Robertson,6.4,6.4,Liverpool,82,4.26,79,5.44,78,3.19,75,4.54,73,6.57,72,3.35,70,3.19,69,2.79,68,3.98,0.00
M,308,Salah,13.0,13.0,Liverpool,89,7.25,86,9.02,85,5.94,81,7.08,81,10.89,79,5.64,79,6.38,78,5.45,78,6.75,0.01
M,309,Szoboszlai,7.1,7.1,Liverpool,75,4.40,70,4.94,68,3.52,61,3.80,64,6.48,64,3.40,62,3.56,61,3.19,61,3.71,0.00
M,310,Thiago,4.7,4.7,Liverpool,5,0.21,9,0.45,11,0.48,12,0.59,13,1.16,13,0.61,14,0.65,14,0.65,15,0.73,0.00
D,311,Tsimikas,4.5,4.5,Liverpool,14,0.71,13,0.84,13,0.58,11,0.61,9,0.83,9,0.43,11,0.52,12,0.50,11,0.60,0.00
D,312,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,313,Virgil,6.5,6.5,Liverpool,91,3.81,88,4.86,85,2.80,84,4.17,83,6.20,84,3.20,82,2.92,82,2.65,83,4.00,0.02
F,314,Adebayo,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,12,0.45,52,2.60,67,2.72,76,3.31,74,2.99,74,3.42,0.00
D,315,Andersen,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,6,0.20,17,0.44,40,1.17,59,1.26,51,1.36,0.00
D,316,Bell,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,24,0.66,0.00
M,317,Berry,4.6,4.6,Luton,36,1.38,33,1.17,22,1.05,13,0.51,8,0.44,8,0.37,4,0.20,3,0.16,2,0.11,0.00
D,318,Burke,4.0,4.0,Luton,91,1.16,87,0.85,84,2.28,84,0.49,80,2.53,74,1.89,58,1.85,50,1.22,42,1.24,0.18
M,319,Campbell,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,320,Clark,4.8,4.8,Luton,75,2.28,75,2.04,58,2.20,48,1.45,40,1.65,38,1.43,38,1.51,36,1.36,31,1.30,0.00
D,321,Doughty,4.7,4.6,Luton,67,1.45,84,1.22,85,3.39,84,0.87,81,3.70,80,2.71,78,3.28,76,2.46,75,3.12,0.97
M,322,Freeman,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,323,Macey,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,324,McAtee,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,325,Mendes,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,326,Morris,5.2,5.2,Luton,85,3.34,80,2.68,79,4.05,77,2.51,68,3.63,64,2.80,64,3.02,64,2.79,67,3.37,0.84
F,327,Muskwe,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,328,Ogbene,4.9,4.9,Luton,85,2.82,82,2.37,79,3.14,78,2.22,71,2.90,71,2.52,69,2.58,70,2.42,69,2.69,0.00
M,329,Onyedinma,5.0,5.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,330,Osho,4.4,4.4,Luton,25,0.30,42,0.40,55,1.42,81,0.41,81,2.43,81,1.89,82,2.35,81,1.70,81,2.08,0.00
F,331,Pepple,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,332,Pereira,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,333,Potts,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,4,0.16,10,0.30,20,0.72,22,0.64,19,0.63,0.00
M,334,Rea,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,335,Shea,4.3,4.3,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,336,Taylor,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,337,Thorpe,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,338,Walton,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
